island,cohort,phase,C9_mode,n,status_ok,status_no_blobs,status_fail_g0a,c9_measured_n,c9_partial_n,c9_full_n,c9_missing_n,c9_mean,c9_median,c9_max,preserved_i2_mean,preserved_i2_median,descriptor_bins_observed,unique_ghashes,strict_economy_class_n,common_I025_mean,common_I025_median,common_I025_max,qualifying_025_n,qualifying_025_per_all_n,qualifying_025_descriptor_bins,qualifying_025_strict_economy_class_n,common_I040_mean,common_I040_median,common_I040_max,qualifying_040_n,qualifying_040_per_all_n,qualifying_040_descriptor_bins,qualifying_040_strict_economy_class_n
2,all_g1_12,verified_same_genome_confirmations,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
2,atlas_gen0_import,screen,all,3,3,0,0,3,0,3,0,0.25443333333333334,0.2521,0.2742,33.61760937718102,34.12776898566979,3,3,3,31.574040366219098,31.89832673925234,36.83175411768148,0,0.0,0,0,30.347898959641945,30.560661391401872,34.949403294145185,0,0.0,0,0
2,atlas_gen0_import,screen,partial,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
2,atlas_gen0_import,screen,full,3,3,0,0,3,0,3,0,0.25443333333333334,0.2521,0.2742,33.61760937718102,34.12776898566979,3,3,3,31.574040366219098,31.89832673925234,36.83175411768148,0,0.0,0,0,30.347898959641945,30.560661391401872,34.949403294145185,0,0.0,0,0
2,c9_backfill_import,c9fill,all,80,80,0,0,80,80,0,0,0.34887625,0.43875,0.6252,67.3867286525683,68.79086828231195,62,80,0,59.26195273942622,61.88171607398544,76.97664703650436,34,0.425,26,0,54.38708719154097,56.18431063659092,73.1473176292035,33,0.4125,25,0
2,c9_backfill_import,c9fill,partial,80,80,0,0,80,80,0,0,0.34887625,0.43875,0.6252,67.3867286525683,68.79086828231195,62,80,0,59.26195273942622,61.88171607398544,76.97664703650436,34,0.425,26,0,54.38708719154097,56.18431063659092,73.1473176292035,33,0.4125,25,0
2,c9_backfill_import,c9fill,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,baseline_g1_7,screen,all,1376,1127,156,93,1127,1114,13,249,0.26209290150842945,0.2935,0.7576,55.16039641532856,64.08059025775987,259,1278,12,47.92261984920716,55.20118775067719,80.95316577068337,281,0.20421511627906977,59,6,43.57995390953432,49.57812237222622,77.3525326165467,241,0.1751453488372093,51,4
both,baseline_g1_7,screen,partial,1114,1114,0,0,1114,1114,0,0,0.25991526032315976,0.29195000000000004,0.7576,54.98960638843051,63.980648646801754,250,1030,0,47.74008629940188,54.94029416478752,80.95316577068337,275,0.24685816876122083,55,0,43.390374245984695,49.294523370341096,77.3525326165467,237,0.2127468581687612,48,0
both,baseline_g1_7,screen,full,13,13,0,0,13,0,13,0,0.4487,0.4143,0.6979,69.79578795105397,71.26463792269367,9,9,12,63.564340963290476,62.923401346170266,72.40459978158677,6,0.46153846153846156,4,6,59.82547277063238,59.206782753616196,71.8816798252694,4,0.3076923076923077,3,4
both,baseline_g1_7,seed2,all,496,495,1,0,495,495,0,1,0.2623422222222222,0.2828,0.8048,59.801869318000826,64.27983555864071,213,476,0,51.40995754405618,55.335994553423745,77.88911561975847,120,0.24193548387096775,49,0,46.37481047968939,48.428068122778946,77.07017527943856,104,0.20967741935483872,42,0
both,baseline_g1_7,seed2,partial,495,495,0,0,495,495,0,0,0.2623422222222222,0.2828,0.8048,59.801869318000826,64.27983555864071,213,475,0,51.40995754405618,55.335994553423745,77.88911561975847,120,0.24242424242424243,49,0,46.37481047968939,48.428068122778946,77.07017527943856,104,0.2101010101010101,42,0
both,baseline_g1_7,seed2,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,baseline_g1_7,seed3,all,446,446,0,0,446,446,0,0,0.2629390134529148,0.27945,0.8504,60.90465390048601,64.58923384584757,211,428,0,52.25196576168738,54.815283321872585,82.3327196684081,115,0.257847533632287,51,0,47.060352878408196,48.278530163812306,78.94939259564032,98,0.21973094170403587,43,0
both,baseline_g1_7,seed3,partial,446,446,0,0,446,446,0,0,0.2629390134529148,0.27945,0.8504,60.90465390048601,64.58923384584757,211,428,0,52.25196576168738,54.815283321872585,82.3327196684081,115,0.257847533632287,51,0,47.060352878408196,48.278530163812306,78.94939259564032,98,0.21973094170403587,43,0
both,baseline_g1_7,seed3,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,baseline_g1_7,selected_confirmations_pooled,all,942,941,1,0,941,941,0,1,0.2626250797024442,0.2797,0.8504,60.32454936453472,64.41062328157456,274,485,0,51.80903901596214,55.24395514523334,82.3327196684081,235,0.2494692144373673,60,0,46.699732806818595,48.311462621297665,78.94939259564032,202,0.21443736730360935,53,0
both,baseline_g1_7,selected_confirmations_pooled,partial,941,941,0,0,941,941,0,0,0.2626250797024442,0.2797,0.8504,60.32454936453472,64.41062328157456,274,484,0,51.80903901596214,55.24395514523334,82.3327196684081,235,0.24973432518597238,60,0,46.699732806818595,48.311462621297665,78.94939259564032,202,0.2146652497343252,53,0
both,baseline_g1_7,selected_confirmations_pooled,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,baseline_g1_7,verified_same_genome_confirmations,all,931,930,1,0,930,930,0,1,0.2618501075268817,0.27965,0.8504,60.20359354340043,64.35628358389829,270,476,0,51.698947845722365,54.869022564623364,82.3327196684081,232,0.24919441460794844,60,0,46.59616042711553,48.27578743013356,78.94939259564032,200,0.21482277121374865,53,0
both,baseline_g1_7,verified_same_genome_confirmations,partial,930,930,0,0,930,930,0,0,0.2618501075268817,0.27965,0.8504,60.20359354340043,64.35628358389829,270,475,0,51.698947845722365,54.869022564623364,82.3327196684081,232,0.24946236559139784,60,0,46.59616042711553,48.27578743013356,78.94939259564032,200,0.21505376344086022,53,0
both,baseline_g1_7,verified_same_genome_confirmations,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,transition_g8,screen,all,163,156,5,2,156,156,0,7,0.30159807692307694,0.3692,0.7,56.024998566594896,62.531421724695164,88,145,0,49.55870084802309,55.083858905801634,78.69323214120251,49,0.3006134969325153,21,0,45.67892221688001,52.558448333912786,74.06333114437204,38,0.2331288343558282,17,0
both,transition_g8,screen,partial,156,156,0,0,156,156,0,0,0.30159807692307694,0.3692,0.7,56.024998566594896,62.531421724695164,88,138,0,49.55870084802309,55.083858905801634,78.69323214120251,49,0.3141025641025641,21,0,45.67892221688001,52.558448333912786,74.06333114437204,38,0.24358974358974358,17,0
both,transition_g8,screen,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,transition_g8,seed2,all,47,47,0,0,47,47,0,0,0.17903191489361703,0.0564,0.6824,50.71507210363861,49.087853370585755,42,46,0,42.512101950069386,40.266885440470766,74.81075555867567,9,0.19148936170212766,8,0,37.590319857927845,35.697508352376616,72.63663610827167,8,0.1702127659574468,7,0
both,transition_g8,seed2,partial,47,47,0,0,47,47,0,0,0.17903191489361703,0.0564,0.6824,50.71507210363861,49.087853370585755,42,46,0,42.512101950069386,40.266885440470766,74.81075555867567,9,0.19148936170212766,8,0,37.590319857927845,35.697508352376616,72.63663610827167,8,0.1702127659574468,7,0
both,transition_g8,seed2,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,transition_g8,seed3,all,46,46,0,0,46,46,0,0,0.18996521739130434,0.06620000000000001,0.6347,51.99664454670791,51.90575275861957,40,45,0,43.746613844813545,41.1831630236659,82.3327196684081,8,0.17391304347826086,7,0,38.79659542367692,34.942942202796814,78.56017573472647,8,0.17391304347826086,7,0
both,transition_g8,seed3,partial,46,46,0,0,46,46,0,0,0.18996521739130434,0.06620000000000001,0.6347,51.99664454670791,51.90575275861957,40,45,0,43.746613844813545,41.1831630236659,82.3327196684081,8,0.17391304347826086,7,0,38.79659542367692,34.942942202796814,78.56017573472647,8,0.17391304347826086,7,0
both,transition_g8,seed3,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,transition_g8,selected_confirmations_pooled,all,93,93,0,0,93,93,0,0,0.18443978494623656,0.0645,0.6824,51.348968150748156,49.087853370585755,63,46,0,43.122720736717035,40.266885440470766,82.3327196684081,17,0.1827956989247312,12,0,38.18697228829836,35.697508352376616,78.56017573472647,16,0.17204301075268819,11,0
both,transition_g8,selected_confirmations_pooled,partial,93,93,0,0,93,93,0,0,0.18443978494623656,0.0645,0.6824,51.348968150748156,49.087853370585755,63,46,0,43.122720736717035,40.266885440470766,82.3327196684081,17,0.1827956989247312,12,0,38.18697228829836,35.697508352376616,78.56017573472647,16,0.17204301075268819,11,0
both,transition_g8,selected_confirmations_pooled,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,transition_g8,verified_same_genome_confirmations,all,93,93,0,0,93,93,0,0,0.18443978494623656,0.0645,0.6824,51.348968150748156,49.087853370585755,63,46,0,43.122720736717035,40.266885440470766,82.3327196684081,17,0.1827956989247312,12,0,38.18697228829836,35.697508352376616,78.56017573472647,16,0.17204301075268819,11,0
both,transition_g8,verified_same_genome_confirmations,partial,93,93,0,0,93,93,0,0,0.18443978494623656,0.0645,0.6824,51.348968150748156,49.087853370585755,63,46,0,43.122720736717035,40.266885440470766,82.3327196684081,17,0.1827956989247312,12,0,38.18697228829836,35.697508352376616,78.56017573472647,16,0.17204301075268819,11,0
both,transition_g8,verified_same_genome_confirmations,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,late_g9_12,screen,all,560,523,25,12,523,523,0,37,0.28695736137667305,0.333,0.8185,55.273994963424286,61.43507320845016,203,541,0,48.629430256985046,52.940207423756036,79.98547682431094,137,0.24464285714285713,47,0,44.64269143312149,49.39792804522126,78.6137524063647,121,0.21607142857142858,41,0
both,late_g9_12,screen,partial,523,523,0,0,523,523,0,0,0.28695736137667305,0.333,0.8185,55.273994963424286,61.43507320845016,203,504,0,48.629430256985046,52.940207423756036,79.98547682431094,137,0.26195028680688337,47,0,44.64269143312149,49.39792804522126,78.6137524063647,121,0.23135755258126195,41,0
both,late_g9_12,screen,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,late_g9_12,seed2,all,151,151,0,0,151,151,0,0,0.22427814569536425,0.1037,0.8854,51.68267996937318,50.71129828637688,121,149,0,44.368963619414,43.574444194332024,83.17173990497955,32,0.2119205298013245,25,0,39.980733809438476,40.0121579249233,84.24539192398363,30,0.1986754966887417,23,0
both,late_g9_12,seed2,partial,151,151,0,0,151,151,0,0,0.22427814569536425,0.1037,0.8854,51.68267996937318,50.71129828637688,121,149,0,44.368963619414,43.574444194332024,83.17173990497955,32,0.2119205298013245,25,0,39.980733809438476,40.0121579249233,84.24539192398363,30,0.1986754966887417,23,0
both,late_g9_12,seed2,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,late_g9_12,seed3,all,145,145,0,0,145,145,0,0,0.23090206896551724,0.0919,0.8895,52.40511303948423,53.350598958558116,119,143,0,45.0763865037511,46.56814903856122,81.07557484484799,30,0.20689655172413793,23,0,40.67915058231122,41.11479620497304,82.6504598758784,28,0.19310344827586207,21,0
both,late_g9_12,seed3,partial,145,145,0,0,145,145,0,0,0.23090206896551724,0.0919,0.8895,52.40511303948423,53.350598958558116,119,143,0,45.0763865037511,46.56814903856122,81.07557484484799,30,0.20689655172413793,23,0,40.67915058231122,41.11479620497304,82.6504598758784,28,0.19310344827586207,21,0
both,late_g9_12,seed3,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,late_g9_12,selected_confirmations_pooled,all,296,296,0,0,296,296,0,0,0.22752297297297297,0.09834999999999999,0.8895,52.03657454763704,51.90361129666539,172,149,0,44.715505235052106,45.605793052108986,83.17173990497955,62,0.20945945945945946,35,0,40.322863647501144,40.57527484320366,84.24539192398363,58,0.19594594594594594,33,0
both,late_g9_12,selected_confirmations_pooled,partial,296,296,0,0,296,296,0,0,0.22752297297297297,0.09834999999999999,0.8895,52.03657454763704,51.90361129666539,172,149,0,44.715505235052106,45.605793052108986,83.17173990497955,62,0.20945945945945946,35,0,40.322863647501144,40.57527484320366,84.24539192398363,58,0.19594594594594594,33,0
both,late_g9_12,selected_confirmations_pooled,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,late_g9_12,verified_same_genome_confirmations,all,296,296,0,0,296,296,0,0,0.22752297297297297,0.09834999999999999,0.8895,52.03657454763704,51.90361129666539,172,149,0,44.715505235052106,45.605793052108986,83.17173990497955,62,0.20945945945945946,35,0,40.322863647501144,40.57527484320366,84.24539192398363,58,0.19594594594594594,33,0
both,late_g9_12,verified_same_genome_confirmations,partial,296,296,0,0,296,296,0,0,0.22752297297297297,0.09834999999999999,0.8895,52.03657454763704,51.90361129666539,172,149,0,44.715505235052106,45.605793052108986,83.17173990497955,62,0.20945945945945946,35,0,40.322863647501144,40.57527484320366,84.24539192398363,58,0.19594594594594594,33,0
both,late_g9_12,verified_same_genome_confirmations,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,continuation_g8_12,screen,all,723,679,30,14,679,679,0,44,0.29032106038291605,0.3407,0.8185,55.446537764741834,61.83122195385755,224,678,0,48.842929833129276,53.32117704190476,79.98547682431094,186,0.2572614107883817,50,0,44.880765074161744,49.627188690655046,78.6137524063647,159,0.21991701244813278,45,0
both,continuation_g8_12,screen,partial,679,679,0,0,679,679,0,0,0.29032106038291605,0.3407,0.8185,55.446537764741834,61.83122195385755,224,634,0,48.842929833129276,53.32117704190476,79.98547682431094,186,0.27393225331369664,50,0,44.880765074161744,49.627188690655046,78.6137524063647,159,0.2341678939617084,45,0
both,continuation_g8_12,screen,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,continuation_g8_12,seed2,all,198,198,0,0,198,198,0,0,0.21353787878787878,0.0853,0.8854,51.452995273971545,50.48513891366499,149,192,0,43.92819342517563,42.825317414605905,83.17173990497955,41,0.20707070707070707,29,0,39.413312315898075,37.55147187950672,84.24539192398363,38,0.1919191919191919,26,0
both,continuation_g8_12,seed2,partial,198,198,0,0,198,198,0,0,0.21353787878787878,0.0853,0.8854,51.452995273971545,50.48513891366499,149,192,0,43.92819342517563,42.825317414605905,83.17173990497955,41,0.20707070707070707,29,0,39.413312315898075,37.55147187950672,84.24539192398363,38,0.1919191919191919,26,0
both,continuation_g8_12,seed2,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,continuation_g8_12,seed3,all,191,191,0,0,191,191,0,0,0.22104293193717278,0.0837,0.8895,52.30673842865851,53.350598958558116,146,186,0,44.75612711992321,46.15328175115574,82.3327196684081,38,0.19895287958115182,27,0,40.22576033468202,40.23699360417185,82.6504598758784,36,0.18848167539267016,26,0
both,continuation_g8_12,seed3,partial,191,191,0,0,191,191,0,0,0.22104293193717278,0.0837,0.8895,52.30673842865851,53.350598958558116,146,186,0,44.75612711992321,46.15328175115574,82.3327196684081,38,0.19895287958115182,27,0,40.22576033468202,40.23699360417185,82.6504598758784,36,0.18848167539267016,26,0
both,continuation_g8_12,seed3,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,continuation_g8_12,selected_confirmations_pooled,all,389,389,0,0,389,389,0,0,0.2172228791773779,0.0837,0.8895,51.872185357635324,51.87813183208244,207,192,0,44.33471099766094,45.04362236975089,83.17173990497955,79,0.20308483290488433,40,0,39.81222638167631,39.194897895800715,84.24539192398363,74,0.19023136246786632,37,0
both,continuation_g8_12,selected_confirmations_pooled,partial,389,389,0,0,389,389,0,0,0.2172228791773779,0.0837,0.8895,51.872185357635324,51.87813183208244,207,192,0,44.33471099766094,45.04362236975089,83.17173990497955,79,0.20308483290488433,40,0,39.81222638167631,39.194897895800715,84.24539192398363,74,0.19023136246786632,37,0
both,continuation_g8_12,selected_confirmations_pooled,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,continuation_g8_12,verified_same_genome_confirmations,all,389,389,0,0,389,389,0,0,0.2172228791773779,0.0837,0.8895,51.872185357635324,51.87813183208244,207,192,0,44.33471099766094,45.04362236975089,83.17173990497955,79,0.20308483290488433,40,0,39.81222638167631,39.194897895800715,84.24539192398363,74,0.19023136246786632,37,0
both,continuation_g8_12,verified_same_genome_confirmations,partial,389,389,0,0,389,389,0,0,0.2172228791773779,0.0837,0.8895,51.872185357635324,51.87813183208244,207,192,0,44.33471099766094,45.04362236975089,83.17173990497955,79,0.20308483290488433,40,0,39.81222638167631,39.194897895800715,84.24539192398363,74,0.19023136246786632,37,0
both,continuation_g8_12,verified_same_genome_confirmations,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,all_g1_12,screen,all,2099,1806,186,107,1806,1793,13,293,0.27270581395348836,0.30789999999999995,0.8185,55.26797669010797,63.04255683474527,339,1929,12,48.268627866418186,54.48578307584512,80.95316577068337,467,0.22248689852310624,71,6,44.06901857220432,49.60449845345045,78.6137524063647,400,0.19056693663649357,65,4
both,all_g1_12,screen,partial,1793,1793,0,0,1793,1793,0,0,0.2714297824874512,0.3046,0.8185,55.16264398157909,62.94580657320507,330,1638,0,48.157727548370595,54.29219061200802,80.95316577068337,461,0.2571109871723369,67,0,43.954777688445496,49.546753131409716,78.6137524063647,396,0.22085889570552147,62,0
both,all_g1_12,screen,full,13,13,0,0,13,0,13,0,0.4487,0.4143,0.6979,69.79578795105397,71.26463792269367,9,9,12,63.564340963290476,62.923401346170266,72.40459978158677,6,0.46153846153846156,4,6,59.82547277063238,59.206782753616196,71.8816798252694,4,0.3076923076923077,3,4
both,all_g1_12,seed2,all,694,693,1,0,693,693,0,1,0.2483981240981241,0.2238,0.8854,57.41647673399246,61.48993438115819,283,657,0,49.272310652947446,51.62720085982638,83.17173990497955,161,0.23198847262247838,63,0,44.38581100432044,46.74815844311789,84.24539192398363,142,0.20461095100864554,54,0
both,all_g1_12,seed2,partial,693,693,0,0,693,693,0,0,0.2483981240981241,0.2238,0.8854,57.41647673399246,61.48993438115819,283,656,0,49.272310652947446,51.62720085982638,83.17173990497955,161,0.23232323232323232,63,0,44.38581100432044,46.74815844311789,84.24539192398363,142,0.2049062049062049,54,0
both,all_g1_12,seed2,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,all_g1_12,seed3,all,637,637,0,0,637,637,0,0,0.2503767660910518,0.2269,0.8895,58.32662901018922,62.090865384748284,274,603,0,50.004390909918214,52.33609766288026,82.3327196684081,153,0.2401883830455259,57,0,45.01104804975561,46.69235441028751,82.6504598758784,134,0.21036106750392464,49,0
both,all_g1_12,seed3,partial,637,637,0,0,637,637,0,0,0.2503767660910518,0.2269,0.8895,58.32662901018922,62.090865384748284,274,603,0,50.004390909918214,52.33609766288026,82.3327196684081,153,0.2401883830455259,57,0,45.01104804975561,46.69235441028751,82.6504598758784,134,0.21036106750392464,49,0
both,all_g1_12,seed3,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,all_g1_12,selected_confirmations_pooled,all,1331,1330,1,0,1330,1330,0,1,0.24934578947368422,0.22475,0.8895,57.85239177153933,61.826298535145646,363,665,0,49.622938565496604,52.09447231104036,83.17173990497955,314,0.2359128474830954,73,0,44.68526664187097,46.70588845571525,84.24539192398363,276,0.20736288504883546,66,0
both,all_g1_12,selected_confirmations_pooled,partial,1330,1330,0,0,1330,1330,0,0,0.24934578947368422,0.22475,0.8895,57.85239177153933,61.826298535145646,363,664,0,49.622938565496604,52.09447231104036,83.17173990497955,314,0.23609022556390977,73,0,44.68526664187097,46.70588845571525,84.24539192398363,276,0.2075187969924812,66,0
both,all_g1_12,selected_confirmations_pooled,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,all_g1_12,verified_same_genome_confirmations,all,1320,1319,1,0,1319,1319,0,1,0.24868862774829417,0.2232,0.8895,57.746491356696396,61.701936419541795,361,657,0,49.52708421122965,51.86316203444327,83.17173990497955,311,0.2356060606060606,73,0,44.5954399239496,46.66840015744703,84.24539192398363,274,0.20757575757575758,66,0
both,all_g1_12,verified_same_genome_confirmations,partial,1319,1319,0,0,1319,1319,0,0,0.24868862774829417,0.2232,0.8895,57.746491356696396,61.701936419541795,361,656,0,49.52708421122965,51.86316203444327,83.17173990497955,311,0.2357846853677028,73,0,44.5954399239496,46.66840015744703,84.24539192398363,274,0.20773313115996966,66,0
both,all_g1_12,verified_same_genome_confirmations,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,atlas_gen0_import,screen,all,6,6,0,0,6,0,6,0,0.26236666666666664,0.257,0.3041,33.58474422171441,34.82835470482405,4,3,6,31.74772483295247,32.546266028618035,36.97467573134584,0,0.0,0,0,30.64551319969531,31.177012822894433,35.66174058507667,0,0.0,0,0
both,atlas_gen0_import,screen,partial,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,atlas_gen0_import,screen,full,6,6,0,0,6,0,6,0,0.26236666666666664,0.257,0.3041,33.58474422171441,34.82835470482405,4,3,6,31.74772483295247,32.546266028618035,36.97467573134584,0,0.0,0,0,30.64551319969531,31.177012822894433,35.66174058507667,0,0.0,0,0
both,c9_backfill_import,c9fill,all,168,168,0,0,168,168,0,0,0.3188011904761905,0.3719,0.6393,67.28892569815858,68.11173300477935,100,98,0,58.436724035523696,59.946673209304315,76.97664703650436,64,0.38095238095238093,34,0,53.12540303794277,54.21617300352439,73.1473176292035,59,0.35119047619047616,32,0
both,c9_backfill_import,c9fill,partial,168,168,0,0,168,168,0,0,0.3188011904761905,0.3719,0.6393,67.28892569815858,68.11173300477935,100,98,0,58.436724035523696,59.946673209304315,76.97664703650436,64,0.38095238095238093,34,0,53.12540303794277,54.21617300352439,73.1473176292035,59,0.35119047619047616,32,0
both,c9_backfill_import,c9fill,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
