island,cohort,op,W9,base_candidates_n,unique_ghashes,screen_status_ok_n,screen_status_ok_rate,screen_partial_n,screen_full_n,screen_missing_C9_n,screen_success_n,screen_success_rate,screen_partial_success_n,screen_full_success_n,selected_declared_n,selected_valid_n,complete_valid_pairs_n,declared_pairs_n,invalid_confirmation_rows,any_seed_success_n,any_confirmed_n,any_confirmed_per_all_bases,any_confirmed_per_selected,screen_plus_any_confirmed_n,robust_three_seeds_n,robust_per_all_bases,robust_per_complete_valid_pairs,robust_partial_only_n,robust_partial_per_all_bases
1,baseline_g1_7,ALL,0.25,690,653,565,0.8188405797101449,560,5,125,139,0.20144927536231885,135,4,257,257,226,229,3,162,78,0.11304347826086956,0.3035019455252918,55,38,0.05507246376811594,0.168141592920354,37,0.0536231884057971
1,baseline_g1_7,ALL,0.4,690,653,565,0.8188405797101449,560,5,125,118,0.17101449275362318,115,3,257,257,226,229,3,138,66,0.09565217391304348,0.25680933852140075,46,30,0.043478260869565216,0.13274336283185842,29,0.042028985507246375
1,baseline_g1_7,add_chan,0.25,56,56,56,1.0,56,0,0,15,0.26785714285714285,15,0,29,29,24,26,2,18,11,0.19642857142857142,0.3793103448275862,8,5,0.08928571428571429,0.20833333333333334,5,0.08928571428571429
1,baseline_g1_7,add_chan,0.4,56,56,56,1.0,56,0,0,15,0.26785714285714285,15,0,29,29,24,26,2,16,9,0.16071428571428573,0.3103448275862069,8,3,0.05357142857142857,0.125,3,0.05357142857142857
1,baseline_g1_7,delete_bilin,0.25,28,23,28,1.0,28,0,0,9,0.32142857142857145,9,0,13,13,12,12,0,9,5,0.17857142857142858,0.38461538461538464,5,5,0.17857142857142858,0.4166666666666667,5,0.17857142857142858
1,baseline_g1_7,delete_bilin,0.4,28,23,28,1.0,28,0,0,7,0.25,7,0,13,13,12,12,0,8,5,0.17857142857142858,0.38461538461538464,4,3,0.10714285714285714,0.25,3,0.10714285714285714
1,baseline_g1_7,dup_act,0.25,56,56,40,0.7142857142857143,40,0,16,0,0.0,0,0,22,22,19,19,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,baseline_g1_7,dup_act,0.4,56,56,40,0.7142857142857143,40,0,16,0,0.0,0,0,22,22,19,19,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,baseline_g1_7,immigrate,0.25,140,140,57,0.40714285714285714,57,0,83,0,0.0,0,0,4,4,3,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,baseline_g1_7,immigrate,0.4,140,140,57,0.40714285714285714,57,0,83,0,0.0,0,0,4,4,3,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,baseline_g1_7,merge_cross_edge,0.25,111,111,107,0.963963963963964,107,0,4,29,0.26126126126126126,29,0,50,50,44,44,0,38,18,0.16216216216216217,0.36,9,3,0.02702702702702703,0.06818181818181818,3,0.02702702702702703
1,baseline_g1_7,merge_cross_edge,0.4,111,111,107,0.963963963963964,107,0,4,25,0.22522522522522523,25,0,50,50,44,44,0,33,16,0.14414414414414414,0.32,8,2,0.018018018018018018,0.045454545454545456,2,0.018018018018018018
1,baseline_g1_7,merge_share_chan,0.25,26,25,8,0.3076923076923077,8,0,18,0,0.0,0,0,6,6,4,4,0,1,1,0.038461538461538464,0.16666666666666666,0,0,0.0,0.0,0,0.0
1,baseline_g1_7,merge_share_chan,0.4,26,25,8,0.3076923076923077,8,0,18,0,0.0,0,0,6,6,4,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,baseline_g1_7,merge_slow_tanh,0.25,21,21,20,0.9523809523809523,20,0,1,8,0.38095238095238093,8,0,12,12,11,11,0,10,6,0.2857142857142857,0.5,4,3,0.14285714285714285,0.2727272727272727,3,0.14285714285714285
1,baseline_g1_7,merge_slow_tanh,0.4,21,21,20,0.9523809523809523,20,0,1,4,0.19047619047619047,4,0,12,12,11,11,0,7,4,0.19047619047619047,0.3333333333333333,1,1,0.047619047619047616,0.09090909090909091,1,0.047619047619047616
1,baseline_g1_7,merge_spatial_ic,0.25,56,27,56,1.0,51,5,0,30,0.5357142857142857,26,4,25,25,23,23,0,33,13,0.23214285714285715,0.52,10,8,0.14285714285714285,0.34782608695652173,7,0.125
1,baseline_g1_7,merge_spatial_ic,0.4,56,27,56,1.0,51,5,0,26,0.4642857142857143,23,3,25,25,23,23,0,29,12,0.21428571428571427,0.48,9,8,0.14285714285714285,0.34782608695652173,7,0.125
1,baseline_g1_7,mint_bilin,0.25,84,84,84,1.0,84,0,0,28,0.3333333333333333,28,0,38,38,31,32,1,32,14,0.16666666666666666,0.3684210526315789,10,6,0.07142857142857142,0.1935483870967742,6,0.07142857142857142
1,baseline_g1_7,mint_bilin,0.4,84,84,84,1.0,84,0,0,28,0.3333333333333333,28,0,38,38,31,32,1,31,12,0.14285714285714285,0.3157894736842105,9,6,0.07142857142857142,0.1935483870967742,6,0.07142857142857142
1,baseline_g1_7,mutate,0.25,112,112,109,0.9732142857142857,109,0,3,20,0.17857142857142858,20,0,58,58,55,55,0,21,10,0.08928571428571429,0.1724137931034483,9,8,0.07142857142857142,0.14545454545454545,8,0.07142857142857142
1,baseline_g1_7,mutate,0.4,112,112,109,0.9732142857142857,109,0,3,13,0.11607142857142858,13,0,58,58,55,55,0,14,8,0.07142857142857142,0.13793103448275862,7,7,0.0625,0.12727272727272726,7,0.0625
1,transition_g8,ALL,0.25,81,76,76,0.9382716049382716,76,0,5,22,0.2716049382716049,22,0,28,28,27,27,0,23,3,0.037037037037037035,0.10714285714285714,2,1,0.012345679012345678,0.037037037037037035,1,0.012345679012345678
1,transition_g8,ALL,0.4,81,76,76,0.9382716049382716,76,0,5,16,0.19753086419753085,16,0,28,28,27,27,0,17,3,0.037037037037037035,0.10714285714285714,2,1,0.012345679012345678,0.037037037037037035,1,0.012345679012345678
1,transition_g8,add_chan,0.25,8,8,8,1.0,8,0,0,0,0.0,0,0,4,4,4,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,transition_g8,add_chan,0.4,8,8,8,1.0,8,0,0,0,0.0,0,0,4,4,4,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,transition_g8,delete_bilin,0.25,4,4,4,1.0,4,0,0,1,0.25,1,0,1,1,1,1,0,1,1,0.25,1.0,1,0,0.0,0.0,0,0.0
1,transition_g8,delete_bilin,0.4,4,4,4,1.0,4,0,0,1,0.25,1,0,1,1,1,1,0,1,1,0.25,1.0,1,0,0.0,0.0,0,0.0
1,transition_g8,immigrate,0.25,5,5,1,0.2,1,0,4,0,0.0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0.0,,0,0.0
1,transition_g8,immigrate,0.4,5,5,1,0.2,1,0,4,0,0.0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0.0,,0,0.0
1,transition_g8,merge_cross_edge,0.25,7,7,7,1.0,7,0,0,1,0.14285714285714285,1,0,4,4,4,4,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,transition_g8,merge_cross_edge,0.4,7,7,7,1.0,7,0,0,1,0.14285714285714285,1,0,4,4,4,4,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,transition_g8,merge_slow_tanh,0.25,3,3,3,1.0,3,0,0,2,0.6666666666666666,2,0,0,0,0,0,0,2,0,0.0,,0,0,0.0,,0,0.0
1,transition_g8,merge_slow_tanh,0.4,3,3,3,1.0,3,0,0,2,0.6666666666666666,2,0,0,0,0,0,0,2,0,0.0,,0,0,0.0,,0,0.0
1,transition_g8,merge_spatial_ic,0.25,22,17,22,1.0,22,0,0,9,0.4090909090909091,9,0,8,8,8,8,0,10,1,0.045454545454545456,0.125,0,0,0.0,0.0,0,0.0
1,transition_g8,merge_spatial_ic,0.4,22,17,22,1.0,22,0,0,5,0.22727272727272727,5,0,8,8,8,8,0,6,1,0.045454545454545456,0.125,0,0,0.0,0.0,0,0.0
1,transition_g8,mint_bilin,0.25,16,16,16,1.0,16,0,0,8,0.5,8,0,4,4,4,4,0,8,1,0.0625,0.25,1,1,0.0625,0.25,1,0.0625
1,transition_g8,mint_bilin,0.4,16,16,16,1.0,16,0,0,6,0.375,6,0,4,4,4,4,0,6,1,0.0625,0.25,1,1,0.0625,0.25,1,0.0625
1,transition_g8,mutate,0.25,16,16,15,0.9375,15,0,1,1,0.0625,1,0,7,7,6,6,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,transition_g8,mutate,0.4,16,16,15,0.9375,15,0,1,1,0.0625,1,0,7,7,6,6,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,late_g9_12,ALL,0.25,283,275,261,0.9222614840989399,261,0,22,71,0.2508833922261484,71,0,84,84,80,80,0,74,21,0.07420494699646643,0.25,18,17,0.06007067137809187,0.2125,17,0.06007067137809187
1,late_g9_12,ALL,0.4,283,275,261,0.9222614840989399,261,0,22,65,0.22968197879858657,65,0,84,84,80,80,0,68,20,0.0706713780918728,0.23809523809523808,17,16,0.05653710247349823,0.2,16,0.05653710247349823
1,late_g9_12,add_chan,0.25,32,32,30,0.9375,30,0,2,6,0.1875,6,0,14,14,13,13,0,7,3,0.09375,0.21428571428571427,2,2,0.0625,0.15384615384615385,2,0.0625
1,late_g9_12,add_chan,0.4,32,32,30,0.9375,30,0,2,5,0.15625,5,0,14,14,13,13,0,6,3,0.09375,0.21428571428571427,2,2,0.0625,0.15384615384615385,2,0.0625
1,late_g9_12,delete_bilin,0.25,16,14,16,1.0,16,0,0,6,0.375,6,0,4,4,4,4,0,6,2,0.125,0.5,2,2,0.125,0.5,2,0.125
1,late_g9_12,delete_bilin,0.4,16,14,16,1.0,16,0,0,6,0.375,6,0,4,4,4,4,0,6,2,0.125,0.5,2,2,0.125,0.5,2,0.125
1,late_g9_12,immigrate,0.25,20,20,7,0.35,7,0,13,0,0.0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0.0,,0,0.0
1,late_g9_12,immigrate,0.4,20,20,7,0.35,7,0,13,0,0.0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0.0,,0,0.0
1,late_g9_12,merge_cross_edge,0.25,31,31,31,1.0,31,0,0,8,0.25806451612903225,8,0,11,11,11,11,0,8,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,late_g9_12,merge_cross_edge,0.4,31,31,31,1.0,31,0,0,6,0.1935483870967742,6,0,11,11,11,11,0,6,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,late_g9_12,merge_slow_tanh,0.25,12,12,12,1.0,12,0,0,2,0.16666666666666666,2,0,5,5,5,5,0,2,1,0.08333333333333333,0.2,1,1,0.08333333333333333,0.2,1,0.08333333333333333
1,late_g9_12,merge_slow_tanh,0.4,12,12,12,1.0,12,0,0,2,0.16666666666666666,2,0,5,5,5,5,0,2,1,0.08333333333333333,0.2,1,1,0.08333333333333333,0.2,1,0.08333333333333333
1,late_g9_12,merge_spatial_ic,0.25,12,7,12,1.0,12,0,0,6,0.5,6,0,3,3,2,2,0,6,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,late_g9_12,merge_spatial_ic,0.4,12,7,12,1.0,12,0,0,6,0.5,6,0,3,3,2,2,0,6,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,late_g9_12,mint_bilin,0.25,72,72,72,1.0,72,0,0,28,0.3888888888888889,28,0,21,21,20,20,0,30,11,0.1527777777777778,0.5238095238095238,9,8,0.1111111111111111,0.4,8,0.1111111111111111
1,late_g9_12,mint_bilin,0.4,72,72,72,1.0,72,0,0,26,0.3611111111111111,26,0,21,21,20,20,0,28,11,0.1527777777777778,0.5238095238095238,9,8,0.1111111111111111,0.4,8,0.1111111111111111
1,late_g9_12,mutate,0.25,88,88,81,0.9204545454545454,81,0,7,15,0.17045454545454544,15,0,26,26,25,25,0,15,4,0.045454545454545456,0.15384615384615385,4,4,0.045454545454545456,0.16,4,0.045454545454545456
1,late_g9_12,mutate,0.4,88,88,81,0.9204545454545454,81,0,7,14,0.1590909090909091,14,0,26,26,25,25,0,14,3,0.03409090909090909,0.11538461538461539,3,3,0.03409090909090909,0.12,3,0.03409090909090909
1,continuation_g8_12,ALL,0.25,364,346,337,0.9258241758241759,337,0,27,93,0.2554945054945055,93,0,112,112,107,107,0,97,24,0.06593406593406594,0.21428571428571427,20,18,0.04945054945054945,0.16822429906542055,18,0.04945054945054945
1,continuation_g8_12,ALL,0.4,364,346,337,0.9258241758241759,337,0,27,81,0.22252747252747251,81,0,112,112,107,107,0,85,23,0.06318681318681318,0.20535714285714285,19,17,0.046703296703296704,0.1588785046728972,17,0.046703296703296704
1,continuation_g8_12,add_chan,0.25,40,40,38,0.95,38,0,2,6,0.15,6,0,18,18,17,17,0,7,3,0.075,0.16666666666666666,2,2,0.05,0.11764705882352941,2,0.05
1,continuation_g8_12,add_chan,0.4,40,40,38,0.95,38,0,2,5,0.125,5,0,18,18,17,17,0,6,3,0.075,0.16666666666666666,2,2,0.05,0.11764705882352941,2,0.05
1,continuation_g8_12,delete_bilin,0.25,20,18,20,1.0,20,0,0,7,0.35,7,0,5,5,5,5,0,7,3,0.15,0.6,3,2,0.1,0.4,2,0.1
1,continuation_g8_12,delete_bilin,0.4,20,18,20,1.0,20,0,0,7,0.35,7,0,5,5,5,5,0,7,3,0.15,0.6,3,2,0.1,0.4,2,0.1
1,continuation_g8_12,immigrate,0.25,25,25,8,0.32,8,0,17,0,0.0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0.0,,0,0.0
1,continuation_g8_12,immigrate,0.4,25,25,8,0.32,8,0,17,0,0.0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0.0,,0,0.0
1,continuation_g8_12,merge_cross_edge,0.25,38,38,38,1.0,38,0,0,9,0.23684210526315788,9,0,15,15,15,15,0,9,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,continuation_g8_12,merge_cross_edge,0.4,38,38,38,1.0,38,0,0,7,0.18421052631578946,7,0,15,15,15,15,0,7,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,continuation_g8_12,merge_slow_tanh,0.25,15,15,15,1.0,15,0,0,4,0.26666666666666666,4,0,5,5,5,5,0,4,1,0.06666666666666667,0.2,1,1,0.06666666666666667,0.2,1,0.06666666666666667
1,continuation_g8_12,merge_slow_tanh,0.4,15,15,15,1.0,15,0,0,4,0.26666666666666666,4,0,5,5,5,5,0,4,1,0.06666666666666667,0.2,1,1,0.06666666666666667,0.2,1,0.06666666666666667
1,continuation_g8_12,merge_spatial_ic,0.25,34,19,34,1.0,34,0,0,15,0.4411764705882353,15,0,11,11,10,10,0,16,1,0.029411764705882353,0.09090909090909091,0,0,0.0,0.0,0,0.0
1,continuation_g8_12,merge_spatial_ic,0.4,34,19,34,1.0,34,0,0,11,0.3235294117647059,11,0,11,11,10,10,0,12,1,0.029411764705882353,0.09090909090909091,0,0,0.0,0.0,0,0.0
1,continuation_g8_12,mint_bilin,0.25,88,88,88,1.0,88,0,0,36,0.4090909090909091,36,0,25,25,24,24,0,38,12,0.13636363636363635,0.48,10,9,0.10227272727272728,0.375,9,0.10227272727272728
1,continuation_g8_12,mint_bilin,0.4,88,88,88,1.0,88,0,0,32,0.36363636363636365,32,0,25,25,24,24,0,34,12,0.13636363636363635,0.48,10,9,0.10227272727272728,0.375,9,0.10227272727272728
1,continuation_g8_12,mutate,0.25,104,104,96,0.9230769230769231,96,0,8,16,0.15384615384615385,16,0,33,33,31,31,0,16,4,0.038461538461538464,0.12121212121212122,4,4,0.038461538461538464,0.12903225806451613,4,0.038461538461538464
1,continuation_g8_12,mutate,0.4,104,104,96,0.9230769230769231,96,0,8,15,0.14423076923076922,15,0,33,33,31,31,0,15,3,0.028846153846153848,0.09090909090909091,3,3,0.028846153846153848,0.0967741935483871,3,0.028846153846153848
1,all_g1_12,ALL,0.25,1054,987,902,0.855787476280835,897,5,152,232,0.22011385199240988,228,4,369,369,333,336,3,259,102,0.0967741935483871,0.2764227642276423,75,56,0.05313092979127135,0.16816816816816818,55,0.05218216318785579
1,all_g1_12,ALL,0.4,1054,987,902,0.855787476280835,897,5,152,199,0.1888045540796964,196,3,369,369,333,336,3,223,89,0.08444022770398482,0.24119241192411925,65,47,0.04459203036053131,0.14114114114114115,46,0.04364326375711575
1,all_g1_12,add_chan,0.25,96,96,94,0.9791666666666666,94,0,2,21,0.21875,21,0,47,47,41,43,2,25,14,0.14583333333333334,0.2978723404255319,10,7,0.07291666666666667,0.17073170731707318,7,0.07291666666666667
1,all_g1_12,add_chan,0.4,96,96,94,0.9791666666666666,94,0,2,20,0.20833333333333334,20,0,47,47,41,43,2,22,12,0.125,0.2553191489361702,10,5,0.052083333333333336,0.12195121951219512,5,0.052083333333333336
1,all_g1_12,delete_bilin,0.25,48,39,48,1.0,48,0,0,16,0.3333333333333333,16,0,18,18,17,17,0,16,8,0.16666666666666666,0.4444444444444444,8,7,0.14583333333333334,0.4117647058823529,7,0.14583333333333334
1,all_g1_12,delete_bilin,0.4,48,39,48,1.0,48,0,0,14,0.2916666666666667,14,0,18,18,17,17,0,15,8,0.16666666666666666,0.4444444444444444,7,5,0.10416666666666667,0.29411764705882354,5,0.10416666666666667
1,all_g1_12,dup_act,0.25,56,56,40,0.7142857142857143,40,0,16,0,0.0,0,0,22,22,19,19,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,all_g1_12,dup_act,0.4,56,56,40,0.7142857142857143,40,0,16,0,0.0,0,0,22,22,19,19,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,all_g1_12,immigrate,0.25,165,165,65,0.3939393939393939,65,0,100,0,0.0,0,0,4,4,3,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,all_g1_12,immigrate,0.4,165,165,65,0.3939393939393939,65,0,100,0,0.0,0,0,4,4,3,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,all_g1_12,merge_cross_edge,0.25,149,149,145,0.9731543624161074,145,0,4,38,0.2550335570469799,38,0,65,65,59,59,0,47,18,0.12080536912751678,0.27692307692307694,9,3,0.020134228187919462,0.05084745762711865,3,0.020134228187919462
1,all_g1_12,merge_cross_edge,0.4,149,149,145,0.9731543624161074,145,0,4,32,0.21476510067114093,32,0,65,65,59,59,0,40,16,0.10738255033557047,0.24615384615384617,8,2,0.013422818791946308,0.03389830508474576,2,0.013422818791946308
1,all_g1_12,merge_share_chan,0.25,26,25,8,0.3076923076923077,8,0,18,0,0.0,0,0,6,6,4,4,0,1,1,0.038461538461538464,0.16666666666666666,0,0,0.0,0.0,0,0.0
1,all_g1_12,merge_share_chan,0.4,26,25,8,0.3076923076923077,8,0,18,0,0.0,0,0,6,6,4,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
1,all_g1_12,merge_slow_tanh,0.25,36,36,35,0.9722222222222222,35,0,1,12,0.3333333333333333,12,0,17,17,16,16,0,14,7,0.19444444444444445,0.4117647058823529,5,4,0.1111111111111111,0.25,4,0.1111111111111111
1,all_g1_12,merge_slow_tanh,0.4,36,36,35,0.9722222222222222,35,0,1,8,0.2222222222222222,8,0,17,17,16,16,0,11,5,0.1388888888888889,0.29411764705882354,2,2,0.05555555555555555,0.125,2,0.05555555555555555
1,all_g1_12,merge_spatial_ic,0.25,90,42,90,1.0,85,5,0,45,0.5,41,4,36,36,33,33,0,49,14,0.15555555555555556,0.3888888888888889,10,8,0.08888888888888889,0.24242424242424243,7,0.07777777777777778
1,all_g1_12,merge_spatial_ic,0.4,90,42,90,1.0,85,5,0,37,0.4111111111111111,34,3,36,36,33,33,0,41,13,0.14444444444444443,0.3611111111111111,9,8,0.08888888888888889,0.24242424242424243,7,0.07777777777777778
1,all_g1_12,mint_bilin,0.25,172,172,172,1.0,172,0,0,64,0.37209302325581395,64,0,63,63,55,56,1,70,26,0.1511627906976744,0.4126984126984127,20,15,0.0872093023255814,0.2727272727272727,15,0.0872093023255814
1,all_g1_12,mint_bilin,0.4,172,172,172,1.0,172,0,0,60,0.3488372093023256,60,0,63,63,55,56,1,65,24,0.13953488372093023,0.38095238095238093,19,15,0.0872093023255814,0.2727272727272727,15,0.0872093023255814
1,all_g1_12,mutate,0.25,216,216,205,0.9490740740740741,205,0,11,36,0.16666666666666666,36,0,91,91,86,86,0,37,14,0.06481481481481481,0.15384615384615385,13,12,0.05555555555555555,0.13953488372093023,12,0.05555555555555555
1,all_g1_12,mutate,0.4,216,216,205,0.9490740740740741,205,0,11,28,0.12962962962962962,28,0,91,91,86,86,0,29,11,0.05092592592592592,0.12087912087912088,10,10,0.046296296296296294,0.11627906976744186,10,0.046296296296296294
2,baseline_g1_7,ALL,0.25,686,646,562,0.8192419825072886,554,8,124,142,0.20699708454810495,140,2,239,239,209,217,8,163,70,0.10204081632653061,0.2928870292887029,49,29,0.04227405247813411,0.13875598086124402,29,0.04227405247813411
2,baseline_g1_7,ALL,0.4,686,646,562,0.8192419825072886,554,8,124,123,0.1793002915451895,122,1,239,239,209,217,8,143,64,0.09329446064139942,0.26778242677824265,44,25,0.03644314868804665,0.11961722488038277,25,0.03644314868804665
2,baseline_g1_7,add_chan,0.25,56,56,54,0.9642857142857143,54,0,2,11,0.19642857142857142,11,0,31,31,29,31,2,16,9,0.16071428571428573,0.2903225806451613,4,3,0.05357142857142857,0.10344827586206896,3,0.05357142857142857
2,baseline_g1_7,add_chan,0.4,56,56,54,0.9642857142857143,54,0,2,11,0.19642857142857142,11,0,31,31,29,31,2,15,8,0.14285714285714285,0.25806451612903225,4,3,0.05357142857142857,0.10344827586206896,3,0.05357142857142857
2,baseline_g1_7,delete_bilin,0.25,28,21,28,1.0,28,0,0,10,0.35714285714285715,10,0,8,8,6,7,1,11,2,0.07142857142857142,0.25,1,0,0.0,0.0,0,0.0
2,baseline_g1_7,delete_bilin,0.4,28,21,28,1.0,28,0,0,10,0.35714285714285715,10,0,8,8,6,7,1,11,2,0.07142857142857142,0.25,1,0,0.0,0.0,0,0.0
2,baseline_g1_7,dup_act,0.25,56,56,35,0.625,35,0,21,0,0.0,0,0,17,17,14,14,0,1,1,0.017857142857142856,0.058823529411764705,0,0,0.0,0.0,0,0.0
2,baseline_g1_7,dup_act,0.4,56,56,35,0.625,35,0,21,0,0.0,0,0,17,17,14,14,0,1,1,0.017857142857142856,0.058823529411764705,0,0,0.0,0.0,0,0.0
2,baseline_g1_7,immigrate,0.25,140,140,67,0.4785714285714286,67,0,73,0,0.0,0,0,4,4,4,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
2,baseline_g1_7,immigrate,0.4,140,140,67,0.4785714285714286,67,0,73,0,0.0,0,0,4,4,4,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
2,baseline_g1_7,merge_cross_edge,0.25,108,108,105,0.9722222222222222,105,0,3,36,0.3333333333333333,36,0,50,50,46,48,2,39,18,0.16666666666666666,0.36,15,8,0.07407407407407407,0.17391304347826086,8,0.07407407407407407
2,baseline_g1_7,merge_cross_edge,0.4,108,108,105,0.9722222222222222,105,0,3,32,0.2962962962962963,32,0,50,50,46,48,2,34,15,0.1388888888888889,0.3,13,6,0.05555555555555555,0.13043478260869565,6,0.05555555555555555
2,baseline_g1_7,merge_share_chan,0.25,25,24,7,0.28,7,0,18,0,0.0,0,0,3,3,3,3,0,1,1,0.04,0.3333333333333333,0,0,0.0,0.0,0,0.0
2,baseline_g1_7,merge_share_chan,0.4,25,24,7,0.28,7,0,18,0,0.0,0,0,3,3,3,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
2,baseline_g1_7,merge_slow_tanh,0.25,21,21,21,1.0,21,0,0,6,0.2857142857142857,6,0,10,10,10,10,0,6,2,0.09523809523809523,0.2,2,2,0.09523809523809523,0.2,2,0.09523809523809523
2,baseline_g1_7,merge_slow_tanh,0.4,21,21,21,1.0,21,0,0,5,0.23809523809523808,5,0,10,10,10,10,0,5,2,0.09523809523809523,0.2,2,2,0.09523809523809523,0.2,2,0.09523809523809523
2,baseline_g1_7,merge_spatial_ic,0.25,56,26,56,1.0,48,8,0,22,0.39285714285714285,20,2,24,24,21,21,0,26,10,0.17857142857142858,0.4166666666666667,6,4,0.07142857142857142,0.19047619047619047,4,0.07142857142857142
2,baseline_g1_7,merge_spatial_ic,0.4,56,26,56,1.0,48,8,0,19,0.3392857142857143,18,1,24,24,21,21,0,22,9,0.16071428571428573,0.375,6,4,0.07142857142857142,0.19047619047619047,4,0.07142857142857142
2,baseline_g1_7,mint_bilin,0.25,84,84,84,1.0,84,0,0,29,0.34523809523809523,29,0,34,34,30,31,1,33,12,0.14285714285714285,0.35294117647058826,8,5,0.05952380952380952,0.16666666666666666,5,0.05952380952380952
2,baseline_g1_7,mint_bilin,0.4,84,84,84,1.0,84,0,0,23,0.27380952380952384,23,0,34,34,30,31,1,28,11,0.13095238095238096,0.3235294117647059,6,4,0.047619047619047616,0.13333333333333333,4,0.047619047619047616
2,baseline_g1_7,mutate,0.25,112,112,105,0.9375,105,0,7,28,0.25,28,0,58,58,46,48,2,30,15,0.13392857142857142,0.25862068965517243,13,7,0.0625,0.15217391304347827,7,0.0625
2,baseline_g1_7,mutate,0.4,112,112,105,0.9375,105,0,7,23,0.20535714285714285,23,0,58,58,46,48,2,27,16,0.14285714285714285,0.27586206896551724,12,6,0.05357142857142857,0.13043478260869565,6,0.05357142857142857
2,transition_g8,ALL,0.25,82,70,80,0.975609756097561,80,0,2,27,0.32926829268292684,27,0,19,19,19,19,0,29,7,0.08536585365853659,0.3684210526315789,5,5,0.06097560975609756,0.2631578947368421,5,0.06097560975609756
2,transition_g8,ALL,0.4,82,70,80,0.975609756097561,80,0,2,22,0.2682926829268293,22,0,19,19,19,19,0,24,6,0.07317073170731707,0.3157894736842105,4,4,0.04878048780487805,0.21052631578947367,4,0.04878048780487805
2,transition_g8,add_chan,0.25,8,8,8,1.0,8,0,0,3,0.375,3,0,0,0,0,0,0,3,0,0.0,,0,0,0.0,,0,0.0
2,transition_g8,add_chan,0.4,8,8,8,1.0,8,0,0,2,0.25,2,0,0,0,0,0,0,2,0,0.0,,0,0,0.0,,0,0.0
2,transition_g8,delete_bilin,0.25,4,4,4,1.0,4,0,0,2,0.5,2,0,2,2,2,2,0,3,2,0.5,1.0,1,1,0.25,0.5,1,0.25
2,transition_g8,delete_bilin,0.4,4,4,4,1.0,4,0,0,2,0.5,2,0,2,2,2,2,0,2,1,0.25,0.5,1,1,0.25,0.5,1,0.25
2,transition_g8,immigrate,0.25,5,5,4,0.8,4,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0.0,,0,0.0
2,transition_g8,immigrate,0.4,5,5,4,0.8,4,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0.0,,0,0.0
2,transition_g8,merge_cross_edge,0.25,8,8,8,1.0,8,0,0,3,0.375,3,0,3,3,3,3,0,3,0,0.0,0.0,0,0,0.0,0.0,0,0.0
2,transition_g8,merge_cross_edge,0.4,8,8,8,1.0,8,0,0,1,0.125,1,0,3,3,3,3,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0
2,transition_g8,merge_slow_tanh,0.25,2,2,2,1.0,2,0,0,1,0.5,1,0,0,0,0,0,0,1,0,0.0,,0,0,0.0,,0,0.0
2,transition_g8,merge_slow_tanh,0.4,2,2,2,1.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0.0,,0,0.0
2,transition_g8,merge_spatial_ic,0.25,23,11,23,1.0,23,0,0,10,0.43478260869565216,10,0,4,4,4,4,0,10,3,0.13043478260869565,0.75,3,3,0.13043478260869565,0.75,3,0.13043478260869565
